stop_frame,all_nouns,all_noun_classes
P02_108_4044.jpg,bowl,7
P02_108_4112.jpg,bowl,7
P02_108_57555.jpg,cupboard,3
P02_108_57637.jpg,glass,10
P02_108_57708.jpg,cupboard,3
P02_108_57834.jpg,glass,10
P02_108_4184.jpg,bowl,7
P02_108_58023.jpg,bowl,7
P02_108_58023.jpg,glass,10
P02_108_58199.jpg,tap,0
P02_108_58379.jpg,tap,0
P02_108_58629.jpg,bowl,7
P02_108_58861.jpg,sponge,9
P02_108_58893.jpg,tap,0
P02_108_58986.jpg,bowl,7
P02_108_59086.jpg,tap,0
P02_108_4206.jpg,cupboard,3
P02_108_59199.jpg,bowl,7
P02_108_59444.jpg,tap,0
P02_108_59609.jpg,tap,0
P02_108_59771.jpg,tap,0
P02_108_4302.jpg,bowl,7
P02_108_60386.jpg,tap,0
P02_108_60917.jpg,tap,0
P02_108_61007.jpg,sponge,9
P02_108_61058.jpg,sponge,9
P02_108_61189.jpg,sponge,9
P02_108_4561.jpg,cupboard,3
P02_108_61876.jpg,sponge,9
P02_108_61914.jpg,tap,0
P02_108_62377.jpg,tap,0
P02_108_62606.jpg,sponge,9
P02_108_62650.jpg,tap,0
P02_108_62727.jpg,tap,0
P02_108_4636.jpg,glass,10
P02_108_62804.jpg,tap,0
P02_108_63472.jpg,tap,0
P02_108_63540.jpg,hand,11
P02_108_63573.jpg,tap,0
P02_108_63631.jpg,hand,11
P02_108_63776.jpg,hand,11
P02_108_4668.jpg,cupboard,3
P02_108_4780.jpg,glass,10
P02_108_4780.jpg,bowl,7
P02_108_4980.jpg,glass,10
P02_108_5214.jpg,glass,10
P02_108_5214.jpg,bowl,7
P02_108_5330.jpg,glass,10
P02_108_5330.jpg,bowl,7
P02_108_5491.jpg,glass,10
P02_108_5722.jpg,glass,10
P02_108_5722.jpg,bowl,7
P02_108_5896.jpg,glass,10
P02_108_6827.jpg,hand,11
P02_108_7618.jpg,drawer,8
P02_108_7691.jpg,spoon,1
P02_108_7747.jpg,drawer,8
P02_108_8012.jpg,bowl,7
P02_108_8174.jpg,bowl,7
P02_108_8214.jpg,spoon,1
P02_108_8249.jpg,lid,6
P02_108_8459.jpg,fridge,12
P02_108_8566.jpg,fridge,12
P02_108_8666.jpg,fridge,12
P02_108_9153.jpg,bowl,7
P02_108_9275.jpg,bowl,7
P02_108_9347.jpg,lid,6
P02_108_9773.jpg,drawer,8
P02_108_9839.jpg,spoon,1
P02_108_10014.jpg,spoon,1
P02_108_10145.jpg,spoon,1
P02_108_10145.jpg,bowl,7
P02_108_10207.jpg,spoon,1
P02_108_10617.jpg,tap,0
P02_108_10745.jpg,tap,0
P02_109_190.jpg,knife,4
P02_109_316.jpg,knife,4
P02_109_1636.jpg,onion,16
P02_109_24972.jpg,knife,4
P02_109_25050.jpg,pan,5
P02_109_25577.jpg,onion,16
P02_109_25577.jpg,pan,5
P02_109_26088.jpg,pan,5
P02_109_26126.jpg,knife,4
P02_109_26667.jpg,meat,28
P02_109_27161.jpg,knife,4
P02_109_27906.jpg,onion,16
P02_109_27906.jpg,pan,5
P02_109_29426.jpg,pan,5
P02_109_29717.jpg,onion,16
P02_109_2546.jpg,onion,16
P02_109_2746.jpg,onion,16
P02_109_31545.jpg,pan,5
P02_109_31674.jpg,onion,16
P02_109_31674.jpg,pan,5
P02_109_31875.jpg,meat,28
P02_109_32012.jpg,meat,28
P02_109_32012.jpg,pan,5
P02_109_32128.jpg,meat,28
P02_109_32240.jpg,meat,28
P02_109_32240.jpg,pan,5
P02_109_32383.jpg,meat,28
P02_109_2951.jpg,knife,4
P02_109_32504.jpg,meat,28
P02_109_32633.jpg,meat,28
P02_109_32791.jpg,meat,28
P02_109_32938.jpg,meat,28
P02_109_33001.jpg,meat,28
P02_109_33089.jpg,meat,28
P02_109_33184.jpg,meat,28
P02_109_33350.jpg,pan,5
P02_109_33575.jpg,meat,28
P02_109_33575.jpg,pan,5
P02_109_3246.jpg,onion,16
P02_109_33893.jpg,meat,28
P02_109_33893.jpg,pan,5
P02_109_36252.jpg,meat,28
P02_109_36252.jpg,pan,5
P02_109_39858.jpg,meat,28
P02_109_39858.jpg,pan,5
P02_109_41870.jpg,lid,6
P02_109_41949.jpg,pan,5
P02_109_41949.jpg,lid,6
P02_109_3343.jpg,onion,16
P02_109_43018.jpg,tap,0
P02_109_3484.jpg,onion,16
P02_109_44037.jpg,tap,0
P02_109_3759.jpg,onion,16
P02_109_44839.jpg,tap,0
P02_109_44944.jpg,tap,0
P02_109_45071.jpg,hand,11
P02_109_4029.jpg,onion,16
P02_109_391.jpg,tap,0
P02_109_4240.jpg,onion,16
P02_109_4987.jpg,onion,16
P02_109_5237.jpg,onion,16
P02_109_5815.jpg,onion,16
P02_109_6457.jpg,onion,16
P02_109_6978.jpg,onion,16
P02_109_7239.jpg,onion,16
P02_109_7695.jpg,onion,16
P02_109_12582.jpg,onion,16
P02_109_16088.jpg,knife,4
P02_109_16291.jpg,cupboard,3
P02_109_16586.jpg,pan,5
P02_109_16691.jpg,pan,5
P02_109_16787.jpg,cupboard,3
P02_109_16995.jpg,cupboard,3
P02_109_17108.jpg,cupboard,3
P02_109_17362.jpg,pan,5
P02_109_881.jpg,tap,0
P02_109_17921.jpg,fridge,12
P02_109_17999.jpg,meat,28
P02_109_18588.jpg,meat,28
P02_109_1051.jpg,hand,11
P02_109_19135.jpg,knife,4
P02_109_19671.jpg,onion,16
P02_109_19671.jpg,pan,5
P02_109_20234.jpg,drawer,8
P02_109_20521.jpg,drawer,8
P02_109_20652.jpg,pan,5
P02_109_21617.jpg,onion,16
P02_109_21617.jpg,pan,5
P02_109_23052.jpg,knife,4
P02_109_23656.jpg,knife,4
P02_112_173.jpg,drawer,8
P02_112_294.jpg,spoon,1
P02_112_1180.jpg,cupboard,3
P02_112_17778.jpg,plate,2
P02_112_17973.jpg,plate,2
P02_112_18147.jpg,lid,6
P02_112_18270.jpg,plate,2
P02_112_18741.jpg,plate,2
P02_112_19726.jpg,dough,25
P02_112_21437.jpg,plate,2
P02_112_22292.jpg,dough,25
P02_112_23044.jpg,dough,25
P02_112_23384.jpg,dough,25
P02_112_23691.jpg,plate,2
P02_112_23729.jpg,hand,11
P02_112_24231.jpg,dough,25
P02_112_25203.jpg,dough,25
P02_112_25318.jpg,plate,2
P02_112_25362.jpg,hand,11
P02_112_25823.jpg,dough,25
P02_112_1430.jpg,lid,6
P02_112_26813.jpg,dough,25
P02_112_26984.jpg,plate,2
P02_112_27432.jpg,plate,2
P02_112_27449.jpg,hand,11
P02_112_27941.jpg,dough,25
P02_112_28806.jpg,dough,25
P02_112_1818.jpg,spoon,1
P02_112_28892.jpg,plate,2
P02_112_28940.jpg,hand,11
P02_112_29380.jpg,dough,25
P02_112_30435.jpg,dough,25
P02_112_30520.jpg,plate,2
P02_112_30559.jpg,hand,11
P02_112_30999.jpg,dough,25
P02_112_31772.jpg,dough,25
P02_112_31872.jpg,plate,2
P02_112_31906.jpg,hand,11
P02_112_32199.jpg,dough,25
P02_112_2283.jpg,spoon,1
P02_112_2283.jpg,pan,5
P02_112_33042.jpg,dough,25
P02_112_33482.jpg,dough,25
P02_112_33580.jpg,plate,2
P02_112_33605.jpg,hand,11
P02_112_33987.jpg,dough,25
P02_112_2353.jpg,lid,6
P02_112_35123.jpg,dough,25
P02_112_35229.jpg,hand,11
P02_112_35531.jpg,dough,25
P02_112_36155.jpg,dough,25
P02_112_36250.jpg,plate,2
P02_112_36292.jpg,hand,11
P02_112_36751.jpg,dough,25
P02_112_37631.jpg,dough,25
P02_112_37744.jpg,plate,2
P02_112_37775.jpg,hand,11
P02_112_38177.jpg,dough,25
P02_112_38934.jpg,dough,25
P02_112_39034.jpg,plate,2
P02_112_39062.jpg,hand,11
P02_112_39505.jpg,dough,25
P02_112_40384.jpg,dough,25
P02_112_40635.jpg,hand,11
P02_112_41015.jpg,dough,25
P02_112_355.jpg,drawer,8
P02_112_2713.jpg,drawer,8
P02_112_42097.jpg,dough,25
P02_112_42264.jpg,plate,2
P02_112_42289.jpg,hand,11
P02_112_42766.jpg,dough,25
P02_112_43912.jpg,hand,11
P02_112_44173.jpg,dough,25
P02_112_2765.jpg,spoon,1
P02_112_44685.jpg,dough,25
P02_112_44907.jpg,bowl,7
P02_112_45081.jpg,hand,11
P02_112_45446.jpg,hand,11
P02_112_46103.jpg,bowl,7
P02_112_46193.jpg,bowl,7
P02_112_46336.jpg,pan,5
P02_112_46420.jpg,pan,5
P02_112_2819.jpg,drawer,8
P02_112_46561.jpg,meat,28
P02_112_46561.jpg,pan,5
P02_112_46721.jpg,meat,28
P02_112_46811.jpg,meat,28
P02_112_46811.jpg,pan,5
P02_112_46914.jpg,meat,28
P02_112_46914.jpg,dough,25
P02_112_46995.jpg,meat,28
P02_112_46995.jpg,pan,5
P02_112_47044.jpg,meat,28
P02_112_47044.jpg,dough,25
P02_112_47102.jpg,meat,28
P02_112_47102.jpg,pan,5
P02_112_47180.jpg,meat,28
P02_112_47180.jpg,dough,25
P02_112_47276.jpg,meat,28
P02_112_47276.jpg,pan,5
P02_112_47338.jpg,meat,28
P02_112_47338.jpg,dough,25
P02_112_47504.jpg,meat,28
P02_112_47504.jpg,pan,5
P02_112_47584.jpg,meat,28
P02_112_47584.jpg,dough,25
P02_112_47729.jpg,meat,28
P02_112_47729.jpg,pan,5
P02_112_47936.jpg,meat,28
P02_112_47936.jpg,dough,25
P02_112_48070.jpg,meat,28
P02_112_48070.jpg,pan,5
P02_112_48154.jpg,meat,28
P02_112_48154.jpg,dough,25
P02_112_48277.jpg,meat,28
P02_112_48277.jpg,pan,5
P02_112_48393.jpg,meat,28
P02_112_48393.jpg,dough,25
P02_112_48578.jpg,meat,28
P02_112_48578.jpg,pan,5
P02_112_48748.jpg,meat,28
P02_112_48748.jpg,dough,25
P02_112_48859.jpg,meat,28
P02_112_48859.jpg,pan,5
P02_112_48986.jpg,meat,28
P02_112_48986.jpg,dough,25
P02_112_49122.jpg,meat,28
P02_112_49122.jpg,pan,5
P02_112_49246.jpg,meat,28
P02_112_49246.jpg,dough,25
P02_112_49369.jpg,meat,28
P02_112_49369.jpg,pan,5
P02_112_49456.jpg,meat,28
P02_112_49456.jpg,dough,25
P02_112_49558.jpg,meat,28
P02_112_49558.jpg,pan,5
P02_112_49674.jpg,meat,28
P02_112_49674.jpg,dough,25
P02_112_49795.jpg,meat,28
P02_112_49795.jpg,pan,5
P02_112_49852.jpg,meat,28
P02_112_49852.jpg,dough,25
P02_112_49941.jpg,meat,28
P02_112_49941.jpg,pan,5
P02_112_50057.jpg,meat,28
P02_112_50057.jpg,dough,25
P02_112_50136.jpg,dough,25
P02_112_50238.jpg,meat,28
P02_112_50238.jpg,pan,5
P02_112_50355.jpg,meat,28
P02_112_50355.jpg,dough,25
P02_112_50474.jpg,meat,28
P02_112_50474.jpg,pan,5
P02_112_50617.jpg,meat,28
P02_112_50617.jpg,dough,25
P02_112_50749.jpg,meat,28
P02_112_50749.jpg,pan,5
P02_112_50847.jpg,meat,28
P02_112_50847.jpg,dough,25
P02_112_51941.jpg,meat,28
P02_112_51941.jpg,pan,5
P02_112_52024.jpg,meat,28
P02_112_52024.jpg,dough,25
P02_112_52137.jpg,meat,28
P02_112_52137.jpg,pan,5
P02_112_52297.jpg,meat,28
P02_112_52297.jpg,dough,25
P02_112_52533.jpg,meat,28
P02_112_52533.jpg,pan,5
P02_112_52579.jpg,meat,28
P02_112_52579.jpg,dough,25
P02_112_52713.jpg,meat,28
P02_112_52713.jpg,pan,5
P02_112_52790.jpg,meat,28
P02_112_52790.jpg,dough,25
P02_112_52914.jpg,meat,28
P02_112_52914.jpg,pan,5
P02_112_53064.jpg,meat,28
P02_112_53064.jpg,dough,25
P02_112_53174.jpg,meat,28
P02_112_53174.jpg,pan,5
P02_112_53277.jpg,meat,28
P02_112_53277.jpg,dough,25
P02_112_53391.jpg,meat,28
P02_112_53391.jpg,pan,5
P02_112_53528.jpg,meat,28
P02_112_53528.jpg,dough,25
P02_112_53633.jpg,meat,28
P02_112_53633.jpg,pan,5
P02_112_53754.jpg,meat,28
P02_112_53754.jpg,dough,25
P02_112_53892.jpg,meat,28
P02_112_53892.jpg,pan,5
P02_112_54036.jpg,meat,28
P02_112_54036.jpg,dough,25
P02_112_54188.jpg,meat,28
P02_112_54188.jpg,pan,5
P02_112_54287.jpg,meat,28
P02_112_54287.jpg,dough,25
P02_112_54369.jpg,meat,28
P02_112_54369.jpg,pan,5
P02_112_54429.jpg,meat,28
P02_112_54429.jpg,dough,25
P02_112_54509.jpg,meat,28
P02_112_54509.jpg,pan,5
P02_112_54669.jpg,meat,28
P02_112_54669.jpg,dough,25
P02_112_54814.jpg,meat,28
P02_112_54814.jpg,pan,5
P02_112_54740.jpg,meat,28
P02_112_54740.jpg,dough,25
P02_112_3677.jpg,spoon,1
P02_112_3677.jpg,pan,5
P02_112_54813.jpg,meat,28
P02_112_54813.jpg,pan,5
P02_112_54879.jpg,meat,28
P02_112_54879.jpg,dough,25
P02_112_55089.jpg,meat,28
P02_112_55089.jpg,pan,5
P02_112_55167.jpg,meat,28
P02_112_55167.jpg,dough,25
P02_112_55607.jpg,pan,5
P02_112_55671.jpg,pan,5
P02_112_55692.jpg,meat,28
P02_112_55692.jpg,pan,5
P02_112_55741.jpg,meat,28
P02_112_55741.jpg,dough,25
P02_112_55882.jpg,meat,28
P02_112_55882.jpg,pan,5
P02_112_55828.jpg,meat,28
P02_112_55828.jpg,dough,25
P02_112_404.jpg,fridge,12
P02_112_56078.jpg,meat,28
P02_112_56078.jpg,pan,5
P02_112_56159.jpg,meat,28
P02_112_56159.jpg,dough,25
P02_112_56075.jpg,meat,28
P02_112_56075.jpg,pan,5
P02_112_56153.jpg,meat,28
P02_112_56153.jpg,dough,25
P02_112_56241.jpg,meat,28
P02_112_56241.jpg,pan,5
P02_112_56926.jpg,meat,28
P02_112_56926.jpg,dough,25
P02_112_56782.jpg,meat,28
P02_112_56782.jpg,pan,5
P02_112_57207.jpg,meat,28
P02_112_57207.jpg,dough,25
P02_112_57048.jpg,meat,28
P02_112_57048.jpg,pan,5
P02_112_57509.jpg,meat,28
P02_112_57509.jpg,dough,25
P02_112_3954.jpg,spoon,1
P02_112_57637.jpg,meat,28
P02_112_57637.jpg,pan,5
P02_112_57759.jpg,meat,28
P02_112_57759.jpg,dough,25
P02_112_57873.jpg,meat,28
P02_112_57873.jpg,pan,5
P02_112_58000.jpg,meat,28
P02_112_58000.jpg,dough,25
P02_112_58153.jpg,meat,28
P02_112_58153.jpg,pan,5
P02_112_58293.jpg,meat,28
P02_112_58293.jpg,dough,25
P02_112_58520.jpg,meat,28
P02_112_58520.jpg,pan,5
P02_112_58669.jpg,meat,28
P02_112_58796.jpg,pan,5
P02_112_4128.jpg,spoon,1
P02_112_4253.jpg,pan,5
P02_112_4691.jpg,meat,28
P02_112_5245.jpg,spoon,1
P02_112_5393.jpg,lid,6
P02_112_5662.jpg,spoon,1
P02_112_5662.jpg,pan,5
P02_112_5868.jpg,spoon,1
P02_112_5909.jpg,lid,6
P02_112_6012.jpg,pan,5
P02_112_6282.jpg,meat,28
P02_112_6568.jpg,cupboard,3
P02_112_653.jpg,fridge,12
P02_112_7000.jpg,lid,6
P02_112_7075.jpg,lid,6
P02_112_7075.jpg,pan,5
P02_112_7230.jpg,pan,5
P02_112_7609.jpg,meat,28
P02_112_8106.jpg,lid,6
P02_112_8092.jpg,lid,6
P02_112_8092.jpg,pan,5
P02_112_8319.jpg,pan,5
P02_112_8644.jpg,meat,28
P02_112_9121.jpg,meat,28
P02_112_9255.jpg,spoon,1
P02_112_9397.jpg,lid,6
P02_112_9680.jpg,cupboard,3
P02_112_867.jpg,cupboard,3
P02_112_11740.jpg,hand,11
P02_112_15092.jpg,bowl,7
P02_112_15617.jpg,dough,25
P02_112_17635.jpg,cupboard,3
P02_129_280.jpg,lid,6
P02_129_11155.jpg,pan,5
P02_129_11736.jpg,lid,6
P02_129_11795.jpg,pan,5
P02_129_11795.jpg,lid,6
P02_129_12062.jpg,cupboard,3
P02_129_12156.jpg,cupboard,3
P02_129_12315.jpg,cupboard,3
P02_129_12465.jpg,cupboard,3
P02_129_12726.jpg,cupboard,3
P02_129_12974.jpg,cupboard,3
P02_129_1170.jpg,pan,5
P02_129_13288.jpg,cupboard,3
P02_129_13487.jpg,cupboard,3
P02_129_13664.jpg,lid,6
P02_129_13738.jpg,lid,6
P02_129_13963.jpg,plate,2
P02_129_14091.jpg,cupboard,3
P02_129_14164.jpg,plate,2
P02_129_14164.jpg,cupboard,3
P02_129_14470.jpg,fridge,12
P02_129_14537.jpg,fridge,12
P02_129_1306.jpg,pan,5
P02_129_14595.jpg,fridge,12
P02_129_15022.jpg,lid,6
P02_129_15093.jpg,pan,5
P02_129_15148.jpg,cupboard,3
P02_129_15319.jpg,pan,5
P02_129_15319.jpg,cupboard,3
P02_129_15501.jpg,cupboard,3
P02_129_1391.jpg,pan,5
P02_129_15751.jpg,fridge,12
P02_129_15872.jpg,fridge,12
P02_129_16105.jpg,drawer,8
P02_129_16157.jpg,spoon,1
P02_129_16516.jpg,lid,6
P02_129_1473.jpg,cupboard,3
P02_129_16997.jpg,spoon,1
P02_129_17115.jpg,lid,6
P02_129_17144.jpg,spoon,1
P02_129_17196.jpg,spoon,1
P02_129_17283.jpg,spoon,1
P02_129_17283.jpg,pan,5
P02_129_17564.jpg,pan,5
P02_129_17816.jpg,spoon,1
P02_129_17861.jpg,lid,6
P02_129_18111.jpg,fridge,12
P02_129_18130.jpg,fridge,12
P02_129_18253.jpg,fridge,12
P02_129_18403.jpg,tap,0
P02_129_18465.jpg,hand,11
P02_129_18540.jpg,tap,0
P02_129_1637.jpg,cupboard,3
P02_129_18580.jpg,hand,11
P02_129_18648.jpg,spoon,1
P02_129_18956.jpg,pan,5
P02_129_19229.jpg,spoon,1
P02_129_19486.jpg,cupboard,3
P02_129_19611.jpg,cupboard,3
P02_129_19738.jpg,cupboard,3
P02_129_19873.jpg,glass,10
P02_129_19952.jpg,cupboard,3
P02_129_20000.jpg,glass,10
P02_129_20000.jpg,cupboard,3
P02_129_20080.jpg,glass,10
P02_129_20135.jpg,glass,10
P02_129_20135.jpg,cupboard,3
P02_129_21306.jpg,cupboard,3
P02_129_21370.jpg,cupboard,3
P02_129_21411.jpg,cupboard,3
P02_129_21492.jpg,plate,2
P02_129_21610.jpg,plate,2
P02_129_21610.jpg,cupboard,3
P02_129_21686.jpg,plate,2
P02_129_21686.jpg,cupboard,3
P02_129_21825.jpg,spoon,1
P02_129_316.jpg,pan,5
P02_129_22069.jpg,pan,5
P02_129_22323.jpg,spoon,1
P02_129_22576.jpg,drawer,8
P02_129_22639.jpg,spoon,1
P02_129_22639.jpg,drawer,8
P02_129_22677.jpg,knife,4
P02_129_22677.jpg,drawer,8
P02_129_22723.jpg,drawer,8
P02_129_2015.jpg,pan,5
P02_129_23235.jpg,sponge,9
P02_129_23278.jpg,tap,0
P02_129_23323.jpg,sponge,9
P02_129_23341.jpg,tap,0
P02_129_23382.jpg,sponge,9
P02_129_23445.jpg,sponge,9
P02_129_23542.jpg,spoon,1
P02_129_23624.jpg,spoon,1
P02_129_23699.jpg,sponge,9
P02_129_23739.jpg,tap,0
P02_129_23838.jpg,spoon,1
P02_129_23915.jpg,tap,0
P02_129_23966.jpg,spoon,1
P02_129_23990.jpg,plate,2
P02_129_24016.jpg,sponge,9
P02_129_24110.jpg,plate,2
P02_129_24214.jpg,sponge,9
P02_129_24237.jpg,tap,0
P02_129_24383.jpg,plate,2
P02_129_24513.jpg,tap,0
P02_129_24573.jpg,plate,2
P02_129_24610.jpg,sponge,9
P02_129_25071.jpg,sponge,9
P02_129_25119.jpg,tap,0
P02_129_25280.jpg,tap,0
P02_129_25408.jpg,sponge,9
P02_129_25489.jpg,sponge,9
P02_129_25553.jpg,sponge,9
P02_129_25732.jpg,spoon,1
P02_129_25995.jpg,pan,5
P02_129_26360.jpg,spoon,1
P02_129_26804.jpg,sponge,9
P02_129_26812.jpg,knife,4
P02_129_26901.jpg,knife,4
P02_129_26984.jpg,knife,4
P02_129_27064.jpg,knife,4
P02_129_27159.jpg,knife,4
P02_129_27252.jpg,knife,4
P02_129_2541.jpg,pan,5
P02_129_27333.jpg,knife,4
P02_129_27416.jpg,knife,4
P02_129_27529.jpg,knife,4
P02_129_27627.jpg,knife,4
P02_129_27731.jpg,knife,4
P02_129_27863.jpg,knife,4
P02_129_27966.jpg,sponge,9
P02_129_28003.jpg,tap,0
P02_129_28245.jpg,knife,4
P02_129_28495.jpg,tap,0
P02_129_28615.jpg,knife,4
P02_129_28693.jpg,sponge,9
P02_129_29056.jpg,sponge,9
P02_129_29101.jpg,tap,0
P02_129_29281.jpg,tap,0
P02_129_29370.jpg,spoon,1
P02_129_29375.jpg,sponge,9
P02_129_29466.jpg,spoon,1
P02_129_29555.jpg,spoon,1
P02_129_29652.jpg,spoon,1
P02_129_29737.jpg,spoon,1
P02_129_29751.jpg,spoon,1
P02_129_30073.jpg,knife,4
P02_129_30209.jpg,knife,4
P02_129_30394.jpg,fork,14
P02_129_30579.jpg,fork,14
P02_129_30672.jpg,sponge,9
P02_129_30721.jpg,tap,0
P02_129_30808.jpg,fork,14
P02_129_30858.jpg,fork,14
P02_129_30912.jpg,knife,4
P02_129_30972.jpg,knife,4
P02_129_31046.jpg,spoon,1
P02_129_31105.jpg,spoon,1
P02_129_31151.jpg,spoon,1
P02_129_31209.jpg,spoon,1
P02_129_361.jpg,pan,5
P02_129_3194.jpg,knife,4
P02_129_31250.jpg,spoon,1
